timestamp,episode,latency,replicas,reward,epsilon
2026-01-12 18:37:54.005589,0,0.2207209825515747,2,5.0,0.8865
2026-01-12 18:38:01.795833,1,0.252486252784729,1,5.900549888610839,0.8732025
2026-01-12 18:38:07.195758,2,0.23542964458465576,1,7.0,0.8601044624999999
2026-01-12 18:38:12.535864,3,0.20416607856750488,1,7.0,0.8472028955625
2026-01-12 18:38:19.848413,4,0.24706180095672609,1,7.0,0.8344948521290624
2026-01-12 18:38:27.506204,5,0.2261350631713867,2,5.0,0.8219774293471265
2026-01-12 18:38:34.989769,6,0.22157206535339355,1,7.0,0.8096477679069196
2026-01-12 18:38:40.643961,7,0.23371078968048095,1,7.0,0.7975030513883158
2026-01-12 18:38:51.556177,8,0.46976461410522463,2,-8.5,0.785540505617491
2026-01-12 18:38:59.224733,9,0.2063035249710083,3,3.0,0.7737573980332286
2026-01-12 18:39:06.694710,10,0.20954451560974122,2,6.0,0.7621510370627302
2026-01-12 18:39:14.867045,11,0.29123892784118655,1,4.350442886352537,0.7507187715067892
2026-01-12 18:39:26.258445,12,0.26603121757507325,1,5.35875129699707,0.7394579899341874
2026-01-12 18:39:31.956405,13,0.2385157346725464,1,7.0,0.7283661200851747
2026-01-12 18:39:37.301020,14,0.21443071365356445,1,7.0,0.717440628283897
2026-01-12 18:39:42.897052,15,0.23023154735565185,1,7.0,0.7066790188596386
2026-01-12 18:39:52.353092,16,0.5839430093765259,1,-10.0,0.6960788335767439
2026-01-12 18:40:00.497358,17,0.23437910079956054,1,7.0,0.6856376510730928
2026-01-12 18:40:08.212588,18,0.2121436834335327,2,5.0,0.6753530863069964
2026-01-12 18:40:16.074043,19,0.2479344606399536,1,7.0,0.6652227900123915
2026-01-12 18:40:23.578037,20,0.24190051555633546,1,7.0,0.6552444481622056
2026-01-12 18:40:32.988448,21,0.22256252765655518,2,5.0,0.6454157814397725
2026-01-12 18:40:41.067123,22,0.24950220584869384,1,7.0,0.6357345447181759
2026-01-12 18:40:46.674578,23,0.20779337882995605,1,7.0,0.6261985265474033
2026-01-12 18:40:52.542299,24,0.24059860706329345,1,7.0,0.6168055486491922
2026-01-12 18:40:57.881574,25,0.22081172466278076,1,7.0,0.6075534654194543
2026-01-12 18:41:05.267131,26,0.3946676254272461,1,-10.0,0.5984401634381625
2026-01-12 18:41:10.924176,27,0.23916001319885255,1,7.0,0.5894635609865901
2026-01-12 18:41:16.310560,28,0.21771695613861083,1,7.0,0.5806216075717913
2026-01-12 18:41:21.802490,29,0.2208550214767456,1,7.0,0.5719122834582144
2026-01-12 18:41:27.287387,30,0.22940397262573242,1,7.0,0.5633335992063412
2026-01-12 18:41:32.594273,31,0.21463871002197266,1,7.0,0.554883595218246
2026-01-12 18:41:39.818545,32,0.3782259702682495,1,-10.0,0.5465603412899723
2026-01-12 18:41:45.284299,33,0.23057892322540283,1,7.0,0.5383619361706228
2026-01-12 18:41:50.709649,34,0.21563928127288817,1,7.0,0.5302865071280635
2026-01-12 18:41:58.396564,35,0.21710555553436278,2,5.0,0.5223322095211425
2026-01-12 18:42:06.000608,36,0.22936406135559081,1,7.0,0.5144972263783253
2026-01-12 18:42:12.997514,37,0.37289340496063234,1,-10.0,0.5067797679826505
2026-01-12 18:42:22.762012,38,0.4020101547241211,2,-8.5,0.4991780714629107
2026-01-12 18:42:38.075256,39,0.7789769411087036,1,-10.0,0.49169040039096706
2026-01-12 18:42:55.393252,40,0.44198811054229736,2,-8.5,0.48431504438510253
2026-01-12 18:43:05.124390,41,0.4476996898651123,2,-10.5,0.477050318719326
2026-01-12 18:43:15.531980,42,0.4650367021560669,2,-10.5,0.4698945639385361
2026-01-12 18:43:27.585918,43,0.3040314674377441,3,1.8387413024902348,0.46284614547945807
2026-01-12 18:43:37.984395,44,0.4339355230331421,2,-10.5,0.45590345329726617
2026-01-12 18:43:47.186628,45,0.3973637819290161,2,-10.5,0.44906490149780715
2026-01-12 18:43:57.944981,46,0.22572600841522217,3,3.0,0.44232892797534
2026-01-12 18:44:07.156229,47,0.24151721000671386,2,6.0,0.4356939940557099
2026-01-12 18:44:14.995348,48,0.2239687919616699,1,7.0,0.42915858414487423
2026-01-12 18:44:20.560046,49,0.22899048328399657,1,7.0,0.42272120538270114
2026-01-12 18:44:29.955819,50,0.39205944538116455,2,-8.5,0.41638038730196064
2026-01-12 18:44:37.242611,51,0.270290732383728,2,4.188370704650879,0.4101346814924312
2026-01-12 18:44:44.938207,52,0.2197713613510132,1,7.0,0.40398266127004473
2026-01-12 18:44:50.647878,53,0.23780040740966796,1,7.0,0.39792292135099405
2026-01-12 18:44:56.146563,54,0.22320218086242677,1,7.0,0.39195407753072914
2026-01-12 18:45:07.000149,55,0.3441194534301758,2,1.235221862792967,0.3860747663677682
2026-01-12 18:45:14.865235,56,0.23127169609069825,1,7.0,0.3802836448722517
2026-01-12 18:45:20.375589,57,0.22073254585266114,1,7.0,0.3745793901991679
2026-01-12 18:45:25.980758,58,0.23666698932647706,1,7.0,0.36896069934618037
2026-01-12 18:45:32.289708,59,0.28123457431793214,1,4.750617027282714,0.36342628885598766
2026-01-12 18:45:43.177532,60,0.27459216117858887,1,5.016313552856445,0.35797489452314785
2026-01-12 18:45:51.126711,61,0.21484179496765138,2,5.0,0.3526052711053006
2026-01-12 18:45:58.788833,62,0.22540271282196045,1,7.0,0.3473161920387211
2026-01-12 18:46:07.376445,63,0.513998293876648,1,-10.0,0.34210644915814026
2026-01-12 18:46:25.857325,64,0.8404395818710327,1,-10.0,0.33697485242076813
2026-01-12 18:46:44.460100,65,0.9553344964981079,1,-10.0,0.3319202296344566
2026-01-12 18:46:59.715754,66,0.4432459831237793,2,-8.5,0.32694142618993977
2026-01-12 18:47:09.880069,67,0.3031479358673096,3,1.8740825653076159,0.32203730479709064
2026-01-12 18:47:19.250585,68,0.5001229524612427,3,-11.0,0.31720674522513426
2026-01-12 18:47:27.021406,69,0.351142430305481,3,-11.0,0.31244864404675726
2026-01-12 18:47:36.087679,70,0.27763710021972654,4,1.8945159912109375,0.3077619143860559
2026-01-12 18:47:45.765377,71,0.3114661455154419,3,1.5413541793823242,0.30314548567026506
2026-01-12 18:47:56.283648,72,0.2745959758758545,4,2.0161609649658203,0.2985983033852111
2026-01-12 18:48:03.753484,73,0.20471131801605225,3,4.0,0.2941193288344329
2026-01-12 18:48:11.199737,74,0.21469612121582032,2,6.0,0.2897075389019164
2026-01-12 18:48:18.886803,75,0.23462200164794922,1,7.0,0.28536192581838765
2026-01-12 18:48:25.835498,76,0.38332743644714357,1,-10.0,0.28108149693111184
2026-01-12 18:48:31.397613,77,0.2115626335144043,1,7.0,0.27686527447714515
2026-01-12 18:48:37.146727,78,0.2380535364151001,1,7.0,0.272712295359988
2026-01-12 18:48:42.519648,79,0.2136662483215332,1,7.0,0.26862161092958814
2026-01-12 18:48:48.177050,80,0.22446038722991943,1,7.0,0.26459228676564434
2026-01-12 18:48:53.809506,81,0.23698313236236573,1,7.0,0.26062340246415966
2026-01-12 18:49:00.843272,82,0.38411238193511965,1,-10.0,0.2567140514271973
2026-01-12 18:49:06.406976,83,0.22425124645233155,1,7.0,0.2528633406557893
2026-01-12 18:49:12.126876,84,0.2436598300933838,1,7.0,0.24907039054595245
2026-01-12 18:49:17.468267,85,0.21233010292053223,1,7.0,0.24533433468776317
2026-01-12 18:49:22.931875,86,0.22013943195343016,1,7.0,0.24165431966744672
2026-01-12 18:49:28.547067,87,0.23515713214874268,1,7.0,0.23802950487243502
2026-01-12 18:49:35.638278,88,0.22414960861206054,1,7.0,0.2344590622993485
2026-01-12 18:49:41.516270,89,0.2603082895278931,1,5.5876684188842765,0.23094217636485825
2026-01-12 18:49:52.382890,90,0.4599437713623047,1,-10.0,0.22747804371938538
2026-01-12 18:50:00.583281,91,0.21751344203948975,2,5.0,0.2240658730635946
2026-01-12 18:50:09.758964,92,0.2214834213256836,1,7.0,0.22070488496764068
2026-01-12 18:50:19.310802,93,0.3614698886871338,2,-8.5,0.21739431169312606
2026-01-12 18:50:27.450568,94,0.211680006980896,3,3.0,0.21413339701772918
2026-01-12 18:50:34.932753,95,0.21109988689422607,2,6.0,0.21092139606246324
2026-01-12 18:50:44.418707,96,0.24419920444488524,1,7.0,0.2077575751215263
2026-01-12 18:50:54.702849,97,0.518393874168396,1,-10.0,0.20464121149470338
2026-01-12 18:51:02.674404,98,0.21487314701080323,2,5.0,0.20157159332228283
2026-01-12 18:51:10.237462,99,0.22243170738220214,1,7.0,0.1985480194224486
2026-01-12 18:51:17.949048,100,0.2831586360931396,1,4.673654556274414,0.19556979913111186
2026-01-12 18:51:27.847588,101,0.3082721471786499,1,3.6691141128540026,0.19263625214414518
2026-01-12 18:51:33.690416,102,0.23439414501190187,1,7.0,0.18974670836198299
2026-01-12 18:51:39.397400,103,0.23337271213531494,1,7.0,0.18690050773655323
2026-01-12 18:51:45.144936,104,0.24743366241455078,1,7.0,0.18409700012050492
2026-01-12 18:51:56.536226,105,0.3269147157669067,2,1.9234113693237305,0.18133554511869734
2026-01-12 18:52:04.562724,106,0.24486405849456788,1,7.0,0.17861551194191688
2026-01-12 18:52:09.968353,107,0.21779510974884034,1,7.0,0.17593627926278813
2026-01-12 18:52:15.536086,108,0.2300635576248169,1,7.0,0.1732972350738463
2026-01-12 18:52:22.547124,109,0.21597557067871093,1,7.0,0.17069777654773863
2026-01-12 18:52:28.114060,110,0.22757391929626464,1,7.0,0.16813730989952255
2026-01-12 18:52:33.585911,111,0.22825005054473876,1,7.0,0.16561525025102972
2026-01-12 18:52:39.127843,112,0.21359002590179443,1,7.0,0.16313102149726427
2026-01-12 18:52:44.682639,113,0.2319777011871338,1,7.0,0.1606840561748053
2026-01-12 18:52:50.204660,114,0.23022122383117677,1,7.0,0.15827379533218322
2026-01-12 18:52:57.164844,115,0.3640413522720337,1,-10.0,0.15589968840220048
2026-01-12 18:53:02.583072,116,0.22497072219848632,1,7.0,0.15356119307616747
2026-01-12 18:53:07.963910,117,0.2198657989501953,1,7.0,0.15125777518002495
2026-01-12 18:53:13.471101,118,0.22031140327453613,1,7.0,0.14898890855232458
2026-01-12 18:53:19.005869,119,0.2252426862716675,1,7.0,0.14675407492403972
2026-01-12 18:53:24.419320,120,0.22526710033416747,1,7.0,0.14455276380017912
2026-01-12 18:53:31.493258,121,0.2140035629272461,1,7.0,0.14238447234317642
2026-01-12 18:53:36.897419,122,0.22113256454467772,1,7.0,0.14024870525802877
2026-01-12 18:53:42.364380,123,0.22877836227416992,1,7.0,0.13814497467915834
2026-01-12 18:53:47.932144,124,0.22527813911437988,1,7.0,0.13607280005897096
2026-01-12 18:53:54.702342,125,0.3421501159667969,1,2.3139953613281232,0.1340317080580864
2026-01-12 18:54:12.125228,126,0.742738151550293,1,-10.0,0.13202123243721509
2026-01-12 18:54:28.922175,127,0.7736757040023804,1,-10.0,0.13004091395065687
2026-01-12 18:54:47.147658,128,0.7767951965332032,1,-10.0,0.128090300241397
2026-01-12 18:55:03.840832,129,0.7648342370986938,1,-10.0,0.12616894573777604
2026-01-12 18:55:22.843337,130,0.8224184036254882,1,-10.0,0.1242764115517094
2026-01-12 18:55:31.746701,131,0.31611411571502684,2,2.355435371398926,0.12241226537843376
2026-01-12 18:55:40.600276,132,0.2142183542251587,3,3.0,0.12057608139775726
2026-01-12 18:55:49.552421,133,0.2084573268890381,2,6.0,0.1187674401767909
2026-01-12 18:55:57.213273,134,0.2343693971633911,1,7.0,0.11698592857413904
2026-01-12 18:56:06.789134,135,0.3325254201889038,2,1.6989831924438472,0.11523113964552696
2026-01-12 18:56:14.846611,136,0.2424628734588623,1,7.0,0.11350267255084405
2026-01-12 18:56:21.626026,137,0.2186790943145752,1,7.0,0.11180013246258139
2026-01-12 18:56:27.186548,138,0.23202342987060548,1,7.0,0.11012313047564266
2026-01-12 18:56:35.515986,139,0.4793205261230469,1,-10.0,0.10847128351850802
2026-01-12 18:56:43.266921,140,0.2593697071075439,1,5.625211715698243,0.10684421426573039
2026-01-12 18:56:48.885526,141,0.2259019136428833,1,7.0,0.10524155105174443
2026-01-12 18:56:55.617361,142,0.2131192207336426,1,7.0,0.10366292778596826
2026-01-12 18:57:01.615947,143,0.2720890760421753,1,5.116436958312988,0.10210798386917874
2026-01-12 18:57:12.061565,144,0.4813295841217041,1,-10.0,0.10057636411114106
2026-01-12 18:57:20.037492,145,0.22353174686431884,2,5.0,0.1
2026-01-12 18:57:29.176818,146,0.3769147634506226,1,-10.0,0.1
2026-01-12 18:57:35.673111,147,0.31673030853271483,1,3.3307876586914062,0.1
2026-01-12 18:57:51.625603,148,0.7729216575622558,1,-10.0,0.1
2026-01-12 18:58:10.173768,149,0.7733914375305175,1,-10.0,0.1
2026-01-12 18:58:27.114558,150,0.8171489477157593,1,-10.0,0.1
2026-01-12 18:58:45.279173,151,0.8087698698043824,1,-10.0,0.1
2026-01-12 18:59:02.565558,152,0.8018295764923096,1,-10.0,0.1
2026-01-12 18:59:17.061623,153,0.20331413745880128,2,5.0,0.1
2026-01-12 18:59:24.834727,154,0.24505934715270997,1,7.0,0.1
2026-01-12 18:59:30.217710,155,0.21114881038665773,1,7.0,0.1
2026-01-12 18:59:36.150472,156,0.24877142906188965,1,7.0,0.1
2026-01-12 18:59:43.007077,157,0.3652493000030518,1,-10.0,0.1
2026-01-12 18:59:48.626378,158,0.22528359889984131,1,7.0,0.1
2026-01-12 18:59:54.177350,159,0.23346259593963622,1,7.0,0.1
2026-01-12 19:00:01.802593,160,0.22021920680999757,2,5.0,0.1
2026-01-12 19:00:09.401031,161,0.2311955451965332,1,7.0,0.1
2026-01-12 19:00:16.218146,162,0.3690086841583252,1,-10.0,0.1
2026-01-12 19:00:21.664825,163,0.21189000606536865,1,7.0,0.1
2026-01-12 19:00:27.431235,164,0.24799759387969972,1,7.0,0.1
2026-01-12 19:00:32.848177,165,0.22715418338775634,1,7.0,0.1
2026-01-12 19:00:38.339083,166,0.21281230449676514,1,7.0,0.1
2026-01-12 19:00:43.993239,167,0.2312246799468994,1,7.0,0.1
2026-01-12 19:00:51.003110,168,0.36812796592712405,1,-10.0,0.1
2026-01-12 19:00:56.736831,169,0.24120733737945557,1,7.0,0.1
2026-01-12 19:01:02.083182,170,0.2241281270980835,1,7.0,0.1
2026-01-12 19:01:07.412516,171,0.21441845893859862,1,7.0,0.1
2026-01-12 19:01:15.387126,172,0.24629461765289307,2,5.0,0.1
2026-01-12 19:01:26.190868,173,0.21415245532989502,3,3.0,0.1
2026-01-12 19:01:33.727963,174,0.21685416698455812,2,6.0,0.1
2026-01-12 19:01:41.463829,175,0.23643457889556885,1,7.0,0.1
2026-01-12 19:01:50.953939,176,0.34438223838806153,2,1.2247104644775377,0.1
2026-01-12 19:02:00.919825,177,0.20612120628356934,3,3.0,0.1
2026-01-12 19:02:08.405239,178,0.21161673069000245,2,6.0,0.1
2026-01-12 19:02:16.463572,179,0.2724318027496338,1,5.102727890014648,0.1
2026-01-12 19:02:26.554920,180,0.4418395757675171,1,-10.0,0.1
2026-01-12 19:02:35.721084,181,0.2118572473526001,2,5.0,0.1
2026-01-12 19:02:41.002326,182,0.21636838912963868,2,5.0,0.1
2026-01-12 19:02:46.512757,183,0.22979485988616943,2,5.0,0.1
2026-01-12 19:02:55.676984,184,0.31455681324005125,3,1.4177274703979492,0.1
2026-01-12 19:03:04.595198,185,0.3565684795379639,2,-10.5,0.1
2026-01-12 19:03:12.307406,186,0.23852970600128173,1,7.0,0.1
2026-01-12 19:03:18.148586,187,0.26059579849243164,1,5.576168060302734,0.1
2026-01-12 19:03:28.709310,188,0.29701235294342043,2,3.119505882263182,0.1
2026-01-12 19:03:37.791483,189,0.360004186630249,1,-10.0,0.1
2026-01-12 19:03:43.277559,190,0.22415626049041748,1,7.0,0.1
2026-01-12 19:03:48.658781,191,0.21547741889953614,1,7.0,0.1
2026-01-12 19:03:54.128372,192,0.2186720371246338,1,7.0,0.1
2026-01-12 19:03:59.607699,193,0.22362279891967773,1,7.0,0.1
2026-01-12 19:04:04.983286,194,0.2147904634475708,1,7.0,0.1
2026-01-12 19:04:11.787903,195,0.34713857173919677,1,2.1144571304321285,0.1
2026-01-12 19:04:17.212094,196,0.2233274459838867,1,7.0,0.1
2026-01-12 19:04:22.702621,197,0.22381446361541749,1,7.0,0.1
2026-01-12 19:04:28.201317,198,0.22272059917449952,1,7.0,0.1
2026-01-12 19:04:33.612177,199,0.22659831047058104,1,7.0,0.1
2026-01-12 19:04:39.054603,200,0.2210468530654907,1,7.0,0.1
2026-01-12 19:04:46.000219,201,0.22293505668640137,1,7.0,0.1
2026-01-12 19:04:53.589745,202,0.21863281726837158,2,5.0,0.1
2026-01-12 19:05:01.062522,203,0.21557080745697021,1,7.0,0.1
2026-01-12 19:05:06.475857,204,0.22558443546295165,1,7.0,0.1
2026-01-12 19:05:11.895580,205,0.22201306819915773,1,7.0,0.1
2026-01-12 19:05:20.525381,206,0.5361711502075195,1,-10.0,0.1
2026-01-12 19:05:37.908430,207,0.5565694093704223,2,-8.5,0.1
2026-01-12 19:05:48.341719,208,0.36976873874664307,3,-9.0,0.1
2026-01-12 19:05:59.768031,209,0.38622543811798093,2,-10.5,0.1
2026-01-12 19:06:11.040265,210,0.3125202417373657,3,1.499190330505371,0.1
2026-01-12 19:06:20.349564,211,0.28138668537139894,4,1.744532585144042,0.1
2026-01-12 19:06:31.021379,212,0.32689409255981444,3,0.9242362976074219,0.1
2026-01-12 19:06:38.601021,213,0.2999433517456055,3,2.0022659301757795,0.1
2026-01-12 19:06:47.962973,214,0.2796551465988159,4,1.8137941360473633,0.1
2026-01-12 19:06:57.157724,215,0.31806724071502684,3,1.2773103713989258,0.1
2026-01-12 19:07:05.329125,216,0.26100854873657225,3,3.5596580505371094,0.1
2026-01-12 19:07:13.653157,217,0.20834190845489503,4,1.0,0.1
2026-01-12 19:07:21.132180,218,0.21726510524749756,3,4.0,0.1
2026-01-12 19:07:28.620526,219,0.21782569885253905,2,6.0,0.1
2026-01-12 19:07:37.420592,220,0.2107452392578125,1,7.0,0.1
2026-01-12 19:07:43.165313,221,0.24307353496551515,1,7.0,0.1
2026-01-12 19:07:48.559686,222,0.22641561031341553,1,7.0,0.1
2026-01-12 19:07:54.122203,223,0.21215612888336183,1,7.0,0.1
2026-01-12 19:07:59.604366,224,0.22895607948303223,1,7.0,0.1
2026-01-12 19:08:05.042692,225,0.22020082473754882,1,7.0,0.1
2026-01-12 19:08:14.085586,226,0.21110363006591798,2,5.0,0.1
2026-01-12 19:08:21.645320,227,0.228385066986084,1,7.0,0.1
2026-01-12 19:08:27.079520,228,0.21560497283935548,1,7.0,0.1
2026-01-12 19:08:32.786205,229,0.22589519023895263,1,7.0,0.1
2026-01-12 19:08:38.149736,230,0.22430803775787353,1,7.0,0.1
2026-01-12 19:08:45.214251,231,0.23495059013366698,1,7.0,0.1
2026-01-12 19:08:50.996651,232,0.24181597232818602,1,7.0,0.1
2026-01-12 19:08:56.441153,233,0.22282211780548095,1,7.0,0.1
2026-01-12 19:09:01.957891,234,0.22751460075378419,1,7.0,0.1
2026-01-12 19:09:11.302577,235,0.5658910751342774,1,-10.0,0.1
2026-01-12 19:09:21.860624,236,0.2176816701889038,2,5.0,0.1
2026-01-12 19:09:29.407238,237,0.22403202056884766,1,7.0,0.1
2026-01-12 19:09:35.212762,238,0.24473240375518798,1,7.0,0.1
2026-01-12 19:09:45.784038,239,0.5128711938858033,1,-10.0,0.1
2026-01-12 19:09:55.056509,240,0.21649610996246338,2,5.0,0.1
2026-01-12 19:10:02.711804,241,0.23299150466918944,1,7.0,0.1
2026-01-12 19:10:09.506430,242,0.3441718339920044,1,2.233126640319823,0.1
2026-01-12 19:10:22.358068,243,0.38276398181915283,2,-8.5,0.1
2026-01-12 19:10:30.070606,244,0.23949203491210938,1,7.0,0.1
2026-01-12 19:10:35.561060,245,0.22340457439422606,1,7.0,0.1
2026-01-12 19:10:44.046203,246,0.5037516832351685,1,-10.0,0.1
2026-01-12 19:10:54.276716,247,0.23499491214752197,2,5.0,0.1
2026-01-12 19:11:02.940974,248,0.20996570587158203,3,3.0,0.1
2026-01-12 19:11:10.516531,249,0.23132429122924805,2,6.0,0.1
2026-01-12 19:11:20.130606,250,0.35035507678985595,3,-9.0,0.1
2026-01-12 19:11:27.890797,251,0.30718419551849363,3,1.7126321792602544,0.1
2026-01-12 19:11:36.316225,252,0.3105194330215454,3,1.579222679138184,0.1
2026-01-12 19:11:44.747909,253,0.33104381561279295,3,0.7582473754882812,0.1
2026-01-12 19:11:53.913555,254,0.2666831731796265,4,2.3326730728149414,0.1
2026-01-12 19:12:03.964754,255,0.4118533134460449,3,-11.0,0.1
2026-01-12 19:12:13.457527,256,0.27727832794189455,4,1.908866882324217,0.1
2026-01-12 19:12:19.453986,257,0.24690454006195067,4,1.0,0.1
2026-01-12 19:12:26.029248,258,0.2842086315155029,4,1.6316547393798828,0.1
2026-01-12 19:12:33.469064,259,0.3245972156524658,4,0.016111373901367188,0.1
2026-01-12 19:12:43.923759,260,0.32108330726623535,3,1.156667709350585,0.1
2026-01-12 19:12:52.826768,261,0.26899378299713134,4,2.240248680114746,0.1
2026-01-12 19:12:59.799116,262,0.3149652719497681,4,0.40138912200927557,0.1
2026-01-12 19:13:07.332070,263,0.20339536666870117,3,4.0,0.1
2026-01-12 19:13:13.976607,264,0.20310120582580565,3,3.0,0.1
2026-01-12 19:13:21.221794,265,0.20328173637390137,2,6.0,0.1
2026-01-12 19:13:28.451609,266,0.2030564308166504,1,7.0,0.1
2026-01-12 19:13:33.534683,267,0.20410187244415284,1,7.0,0.1
